model,seq_len,pred_len,seed,target_mse,target_mae,expected_h1,pred_h1,h1_ire,h1_slope,last_dist_false,target_zero,curve_slope,curve_ire,path
DUET-Mix baseline,48,96,20260504,0.332908570766449,0.46450087428092957,5.000384330749512,0.08829465508460999,4.976043701171875,0.004867735784500837,0.12060027569532394,0.7987588047981262,0.004761061562997808,2.5557400162021318,results\duet_lookback_20260504\lookback_seq48_seed20260504_lookback_20260504
DUET-Mix baseline,96,96,20260504,0.024832697585225105,0.12775449454784393,5.000384330749512,0.056847844272851944,4.981133460998535,0.0038498560898005962,0.11225774884223938,0.7776066064834595,0.0006890311457180336,2.582158866027991,results\duet_lookback_20260504\lookback_seq96_seed20260504_lookback_20260504
DUET-Mix baseline,192,96,20260504,0.015699518844485283,0.10186001658439636,5.000384330749512,0.022556161507964134,5.00206184387207,-0.00033542391611263156,0.18582503497600555,0.8023961782455444,-0.0011649692095844473,2.5912053883075714,results\duet_lookback_20260504\lookback_seq192_seed20260504_lookback_20260504
DUET-Mix baseline,336,96,20260504,0.020496441051363945,0.11549083143472672,5.000384330749512,0.02440968155860901,4.997875690460205,0.00050162902334705,0.09812882542610168,0.7812461256980896,-0.0012610058166375479,2.5891248335440955,results\duet_lookback_20260504\lookback_seq336_seed20260504_lookback_20260504
