intervention,input_mpd_mean,mpd_all_mean,mpd_target_mean,rmsd_all,rmsd_target
cause_last_shift_plus_delta,0.0024801588151603937,0.12805208563804626,0.13085241615772247,0.5424095988273621,0.17824719846248627
cause_shift_plus_delta,0.2380952388048172,0.25863537192344666,0.13229934871196747,1.0970182418823242,0.16992133855819702
cause_zero,0.040683623403310776,0.0566580630838871,0.135165736079216,0.20201097428798676,0.17363616824150085
cause_flip,0.08136724680662155,0.09331981837749481,0.06057458743453026,0.3960190415382385,0.07475057244300842
cause_flip_x5,0.244101881980896,0.22898806631565094,0.1367006003856659,1.084967851638794,0.17524074018001556
distractors_last_shift_plus_delta,0.0471230149269104,1.5600486993789673,0.05687077343463898,1.8316437005996704,0.07304387539625168
distractors_shift_plus_delta,4.523809432983398,4.524448394775391,0.017773546278476715,4.755056858062744,0.02464982680976391
target_zero,0.04069755598902702,0.056465137749910355,0.7729203701019287,0.20179735124111176,0.8967281579971313
target_shift_plus_delta,0.2380952388048172,0.25857627391815186,5.021252632141113,1.0975918769836426,5.024971008300781
