model,curve_slope_from_means,curve_corr_from_means,curve_ire_mae_mean,curve_response_ratio_mean,num_delta_points,causal_gain_scaled
iTransformer,-0.00084261275066882,-0.2275922253280139,2.5912618230751288,-0.009014439388469,12,1.0000768880220405
iTransformer_CRR_FT01,0.9835889353714199,0.983902104784551,0.5446620311219758,1.2215681582175921,12,1.0000768880220405
iTransformer_CRR_FT03,0.9867259424406984,0.986174689924839,0.5096461661114363,1.198286687541208,12,1.0000768880220405
