model,delta,expected_mean,pred_mean,response_ratio,ire_mae,ire_rmse,response_slope,response_corr,sign_accuracy_on_nonzero_true,causal_gain_scaled,num_windows,num_batches,num_test_windows,pred_abs_mean
iTransformer_CRR_FT01_RESPONLY,-3.0,-3.0002306640661214,-3.505861249307948,1.1685305704317284,0.553232259074534,0.6394825627659835,1.168530821800232,nan,1.0,1.0000768880220405,1905,30,1905,3.505861249307948
iTransformer_CRR_FT01_RESPONLY,-2.0,-2.000153776044081,-2.6763414357903748,1.3380678365058825,0.6910658278177416,0.7626187822034322,1.3380680084228516,nan,1.0,1.0000768880220405,1905,30,1905,2.6763414357903748
iTransformer_CRR_FT01_RESPONLY,-1.0,-1.0000768880220405,-1.4528462247272802,1.4527345268429612,0.4642405592550443,0.5147064878893952,1.4527348279953003,nan,1.0,1.0000768880220405,1905,30,1905,1.4528462247272802
iTransformer_CRR_FT01_RESPONLY,-0.5,-0.5000384440110203,-0.7415720431510545,1.4830300590542418,0.24778876967943247,0.27631409574537896,1.4830304384231567,nan,1.0,1.0000768880220405,1905,30,1905,0.7415720431510545
iTransformer_CRR_FT01_RESPONLY,0.5,0.5000384440110203,0.7450142487453351,1.4899139409547395,0.2486295990430777,0.27801973423660326,1.4899142980575562,nan,1.0,1.0000768880220405,1905,30,1905,0.7450142487453351
iTransformer_CRR_FT01_RESPONLY,1.0,1.0000768880220405,1.461096824185429,1.460984491977609,0.4662720066981679,0.5174617313231938,1.4609848260879517,nan,1.0,1.0000768880220405,1905,30,1905,1.461096824185429
iTransformer_CRR_FT01_RESPONLY,2.0,2.000153776044081,2.683768701428191,1.3417811838128608,0.6931482219946353,0.7619414202349873,1.341781497001648,nan,1.0,1.0000768880220405,1905,30,1905,2.683768701428191
iTransformer_CRR_FT01_RESPONLY,3.0,3.0002306640661214,3.508160144075008,1.1692968097727876,0.5615171687809501,0.6472967490422109,1.1692969799041748,nan,1.0,1.0000768880220405,1905,30,1905,3.508160144075008
iTransformer_CRR_FT01_RESPONLY,4.0,4.000307552088162,3.996761532280389,0.9991135632044286,0.3689986702025406,0.47352027525333795,0.9991137981414795,nan,1.0,1.0000768880220405,1905,30,1905,3.996761532280389
iTransformer_CRR_FT01_RESPONLY,5.0,5.000384440110203,4.277362717355643,0.8554067729363175,0.7554373733640656,0.8998795233739324,0.8554067611694336,nan,1.0,1.0000768880220405,1905,30,1905,4.277362717355643
iTransformer_CRR_FT01,-5.0,-5.000384440110203,-4.164256683109313,0.8327873052531812,0.8479248487417467,0.9595881981340909,0.832787275314331,nan,1.0,1.0000768880220405,1905,30,1905,4.164256683109313
iTransformer_CRR_FT01,-4.0,-4.000307552088162,-3.943096659502645,0.9856983764771654,0.3530816406089803,0.44579633781556094,0.9856985807418823,nan,1.0,1.0000768880220405,1905,30,1905,3.943096659502645
iTransformer_CRR_FT01,-3.0,-3.0002306640661214,-3.5088437458348714,1.16952465950716,0.5541082066813792,0.6473569117813875,1.1695247888565063,nan,1.0,1.0000768880220405,1905,30,1905,3.5088437458348714
iTransformer_CRR_FT01,-2.0,-2.000153776044081,-2.7088675191083293,1.35432962782789,0.7211008767756264,0.7882758254385395,1.3543298244476318,nan,1.0,1.0000768880220405,1905,30,1905,2.7088675191083293
iTransformer_CRR_FT01,-1.0,-1.0000768880220405,-1.4734320572980746,1.4733187767314966,0.48421804973772503,0.531882173820253,1.4733190536499023,nan,1.0,1.0000768880220405,1905,30,1905,1.4734320572980746
