model,curve_slope_from_means,curve_corr_from_means,curve_ire_mae_mean,curve_response_ratio_mean,num_delta_points,causal_gain_scaled
iTransformer,-0.00084261275066882,-0.2275922253280139,2.5912618230751288,-0.009014439388469,12,1.0000768880220405
iTransformer_FT_PREDONLY,-5.607918883283436e-05,-0.012578917228522469,2.590552893210584,-0.010299653545339295,12,1.0000768880220405
iTransformer_CRR_FT01_RESPONLY,0.9968587701625373,0.9865292004934032,0.5112451740241531,1.21775875337245,12,1.0000768880220405
iTransformer_CRR_FT01,0.9835889353714199,0.983902104784551,0.5446620311219758,1.2215681582175921,12,1.0000768880220405
