delta,expected_mean,pred_mean,pred_abs_mean,response_ratio,ire_mae,ire_rmse,response_slope,response_corr,num_windows
-5.0,-5.069131135290718,-4.735531330108643,4.737346649169922,0.9341899437440884,0.8465701937675476,1.0661252737045288,0.9341899752616882,nan,2785
-4.0,-4.055304908232574,-4.181658744812012,4.1835479736328125,1.031157666177685,0.6058349013328552,0.7892988920211792,1.0311576128005981,nan,2785
-3.0,-3.0414786811744303,-3.331730365753174,3.3340046405792236,1.095431109340101,0.5657077431678772,0.7197209000587463,1.0954309701919556,nan,2785
-2.0,-2.027652454116287,-2.0932114124298096,2.0958828926086426,1.0323324434522458,0.49345719814300537,0.6071121692657471,1.032332420349121,nan,2785
-1.0,-1.0138262270581435,-0.7419277429580688,0.7438625693321228,0.7318095775751902,0.36325883865356445,0.4178531765937805,0.7318095564842224,nan,2785
-0.5,-0.5069131135290718,-0.28452250361442566,0.285792738199234,0.561284559465452,0.23408620059490204,0.25402218103408813,0.5612845420837402,nan,2785
0.5,0.5069131135290718,0.27997711300849915,0.2815650999546051,0.5523177553236494,0.2360728532075882,0.25815045833587646,0.5523177981376648,nan,2785
1.0,1.0138262270581435,0.7300704717636108,0.7327921986579895,0.720114011926958,0.37828898429870605,0.4343719780445099,0.7201140522956848,nan,2785
2.0,2.027652454116287,2.0669052600860596,2.0704479217529297,1.0193587445866703,0.50907963514328,0.626422643661499,1.0193588733673096,nan,2785
3.0,3.0414786811744303,3.3191428184509277,3.322460651397705,1.0912924818428387,0.5342329144477844,0.688548743724823,1.0912922620773315,nan,2785
4.0,4.055304908232574,4.214620590209961,4.217796325683594,1.03928574683841,0.572618305683136,0.7618309855461121,1.039285659790039,nan,2785
5.0,5.069131135290718,4.811386585235596,4.814390182495117,0.9491540969889822,0.8122167587280273,1.0189223289489746,0.9491541385650635,nan,2785
