delta,expected_mean,pred_mean,pred_abs_mean,response_ratio,ire_mae,ire_rmse,response_slope,response_corr,num_windows
-5.0,-5.000384441036948,-4.1187920570373535,4.1187920570373535,0.8236950789694132,0.8820094466209412,0.9422749280929565,0.8236950635910034,nan,1905
-4.0,-4.000307552829558,-3.822798728942871,3.822798728942871,0.9556262058498155,0.23122115433216095,0.29554319381713867,0.9556264281272888,nan,1905
-3.0,-3.000230664622169,-3.078298330307007,3.078298330307007,1.0260205545544843,0.19363956153392792,0.27928006649017334,1.0260206460952759,nan,1905
-2.0,-2.000153776414779,-1.9621695280075073,1.9621695280075073,0.9810093359544797,0.16167563199996948,0.2400081753730774,0.9810094833374023,nan,1905
-1.0,-1.0000768882073896,-1.0290220975875854,1.0290220975875854,1.0289429840060391,0.11032529175281525,0.1833718717098236,1.0289431810379028,nan,1905
-0.5,-0.5000384441036948,-0.4419632852077484,0.4441026449203491,0.8838586121112257,0.09505479782819748,0.14506731927394867,0.8838587403297424,nan,1905
0.5,0.5000384441036948,0.35233861207962036,0.3533661365509033,0.7046230469562749,0.15134413540363312,0.17048870027065277,0.7046232223510742,nan,1905
1.0,1.0000768882073896,0.9504650831222534,0.9511285424232483,0.9503920091843499,0.08496902883052826,0.1328667551279068,0.9503921866416931,nan,1905
2.0,2.000153776414779,2.003317356109619,2.0162832736968994,1.0015816682357845,0.12751606106758118,0.30600887537002563,1.0015819072723389,nan,1905
3.0,3.000230664622169,3.0179965496063232,3.0341246128082275,1.0059215063673752,0.23642197251319885,0.4779338836669922,1.0059216022491455,nan,1905
4.0,4.000307552829558,3.8685781955718994,3.8708176612854004,0.9670701925994459,0.3611981272697449,0.5673922300338745,0.9670704007148743,nan,1905
5.0,5.000384441036948,4.174412727355957,4.176837921142578,0.8348183577841655,0.8359711766242981,1.0676686763763428,0.8348183035850525,nan,1905
