delta,expected_mean,pred_mean,pred_abs_mean,response_ratio,ire_mae,ire_rmse,response_slope,response_corr,num_windows
-5.0,-5.069131135290718,-0.03999410569667816,0.04002313315868378,0.00788973585990777,5.029137134552002,5.029171943664551,0.00788973644375801,nan,2785
-4.0,-4.055304908232574,-0.0370466522872448,0.037057310342788696,0.009135355571423818,4.018258571624756,4.018290996551514,0.009135356172919273,nan,2785
-3.0,-3.0414786811744303,-0.032300595194101334,0.03230270370841026,0.01062003011693932,3.0091779232025146,3.0092058181762695,0.010620029643177986,nan,2785
-2.0,-2.027652454116287,-0.024933546781539917,0.024933546781539917,0.012296755655005345,2.002718925476074,2.002739906311035,0.012296756729483604,nan,2785
-1.0,-1.0138262270581435,-0.0141242491081357,0.0141242491081357,0.013931627266262925,0.9997019171714783,0.9997138977050781,0.01393162552267313,nan,2785
-0.5,-0.5069131135290718,-0.007386704906821251,0.007386704906821251,0.014571934932588047,0.4995264410972595,0.4995327591896057,0.01457193586975336,nan,2785
0.5,0.5069131135290718,0.007646827958524227,0.007646827958524227,0.015085086091554973,0.49926626682281494,0.4992731213569641,0.015085087157785892,nan,2785
1.0,1.0138262270581435,0.015089520253241062,0.015089520253241062,0.014883734362472426,0.9987366795539856,0.9987503290176392,0.014883735217154026,nan,2785
2.0,2.027652454116287,0.028000211343169212,0.028000211343169212,0.013809176856875386,1.9996525049209595,1.9996777772903442,0.01380917802453041,nan,2785
3.0,3.0414786811744303,0.0375438928604126,0.0375438928604126,0.012343960552081028,3.0039350986480713,3.00396990776062,0.01234395895153284,nan,2785
4.0,4.055304908232574,0.044137388467788696,0.04413837194442749,0.010883864337348956,4.011167526245117,4.0112104415893555,0.01088386494666338,nan,2785
5.0,5.069131135290718,0.04856859892606735,0.04857036843895912,0.009581247284754237,5.020562171936035,5.020610332489014,0.009581247344613075,nan,2785
