delta,expected_mean,pred_mean,pred_abs_mean,response_ratio,ire_mae,ire_rmse,response_slope,response_corr,num_windows
-5.0,0.17578692734241486,-0.051577672362327576,0.06367085129022598,-0.2934101707225337,1.7261593341827393,1.9773712158203125,0.005311385728418827,0.23087726647738846,1905
-4.0,-0.7351320385932922,-0.04555877298116684,0.05279657244682312,0.06197359193913732,1.7154604196548462,1.9655115604400635,0.01545170322060585,0.30387377872374904,1905
-3.0,-1.3432585000991821,-0.035877346992492676,0.041250765323638916,0.026709190367932605,1.6562049388885498,1.907963514328003,0.017853546887636185,0.355091799219576,1905
-2.0,-1.399593472480774,-0.026666492223739624,0.029669439420104027,0.019053027002529078,1.4267818927764893,1.5873401165008545,0.01681549660861492,0.3025364904304695,1905
-1.0,-0.8810704350471497,-0.013849862851202488,0.01706809736788273,0.015719359429489113,0.8686094284057617,0.9144635796546936,0.015374509617686272,0.21713938085121662,1905
-0.5,-0.4652183949947357,-0.007371811196208,0.01144009456038475,0.01584591511324787,0.4578933119773865,0.4738398492336273,0.015614976175129414,0.11610311214559456,1905
0.5,0.4656781256198883,0.007857461459934711,0.012047696858644485,0.016873159866539224,0.45907220244407654,0.47369128465652466,0.01663373038172722,0.10901387409201549,1905
1.0,0.8828610777854919,0.01594325713813305,0.018964363262057304,0.01805862500827879,0.8733700513839722,0.913488507270813,0.01765400543808937,0.22223645053059862,1905
2.0,1.4060230255126953,0.03234197571873665,0.03499274328351021,0.0230024509783141,1.4401508569717407,1.585253119468689,0.02041567489504814,0.31270584092918674,1905
3.0,1.3552757501602173,0.047836728394031525,0.05137157440185547,0.03529667552037022,1.6430054903030396,1.902977466583252,0.02330157533288002,0.3749598498052335,1905
4.0,0.7513977289199829,0.06157216057181358,0.06584936380386353,0.08194350102749706,1.681746244430542,1.9561011791229248,0.02233339659869671,0.40448491896134575,1905
5.0,-0.15835130214691162,0.07182596623897552,0.0796939805150032,-0.4535862052611253,1.721380352973938,1.964359998703003,0.011875040829181671,0.3763135623158481,1905
