delta,expected_mean,pred_mean,pred_abs_mean,response_ratio,ire_mae,ire_rmse,response_slope,response_corr,num_windows
-5.0,-3.2981061935424805,-2.8753254413604736,2.8786892890930176,0.871811055383908,0.4529133439064026,0.721732497215271,0.8718112707138062,nan,1905
-4.0,-2.6384847164154053,-2.50985050201416,2.5111560821533203,0.9512469359398052,0.21787549555301666,0.3625386953353882,0.9512468576431274,-0.07052518572965184,1905
-3.0,-1.97886323928833,-1.9415512084960938,1.9418212175369263,0.9811447147779373,0.13517814874649048,0.1803789585828781,0.9811444878578186,-0.007895464279310383,1905
-2.0,-1.3192423582077026,-1.2816416025161743,1.2819926738739014,0.9714982198247394,0.0875575914978981,0.11603817343711853,0.9714983105659485,-0.10787208042599983,1905
-1.0,-0.6596211791038513,-0.6060392260551453,0.6060392260551453,0.9187685981800926,0.06329772621393204,0.07759637385606766,0.9187686443328857,0.006515427989340814,1905
-0.5,-0.32981058955192566,-0.28058454394340515,0.28058454394340515,0.8507444964838816,0.05113581195473671,0.05904548615217209,0.8507444858551025,-0.012252995365994683,1905
0.5,0.32981058955192566,0.2628282308578491,0.2628282308578491,0.7969065857312906,0.0680089145898819,0.07452578842639923,0.796906590461731,0.03491592986501766,1905
1.0,0.6596211791038513,0.5722852349281311,0.5722852349281311,0.8675968162599431,0.09271557629108429,0.10824618488550186,0.8675968050956726,0.06499372571639173,1905
2.0,1.3192423582077026,1.2520567178726196,1.2520567178726196,0.9490725567466162,0.08952552825212479,0.11109071224927902,0.9490726590156555,0.09157978358458671,1905
3.0,1.97886323928833,1.9196786880493164,1.9196786880493164,0.9700916414717479,0.09609879553318024,0.11903724819421768,0.9700914025306702,0.0019115582832410776,1905
4.0,2.6384847164154053,2.468686103820801,2.468834161758423,0.9356454060399904,0.18716540932655334,0.25435009598731995,0.9356454014778137,0.04195909181568128,1905
5.0,3.2981061935424805,2.7952311038970947,2.796651840209961,0.8475261073673162,0.5071791410446167,0.6819947361946106,0.8475262522697449,nan,1905
