model,intervention,true_change_abs_mean,pred_change_abs_mean,ire_mae,ire_rmse,response_slope,response_corr,sign_accuracy_on_nonzero_true,true_change_rms,pred_change_rms,causal_gain_scaled,num_windows,num_nonzero_true,num_batches,num_test_windows
Crossformer,cause_zero,0.8542916966235544,0.0017428269536476435,0.8538375954615476,0.9968124771162494,0.0005926342564634979,0.48961293832836794,0.6299212598425197,0.997401709167502,0.0020190477224591836,1.0000768880220405,1905,1905,30,1905
Crossformer,cause_flip,1.7085833932471088,0.0030623956536996394,1.7061738702568796,1.9921277363533305,0.001342347590252757,0.7621092444896368,0.7700787401574803,1.994803418335004,0.003907930524689366,1.0000768880220405,1905,1905,30,1905
Crossformer,cause_flip_x5,5.125750091632833,0.006172982319759259,5.120485937564079,5.9787692481518295,0.0009428851190023124,0.7906016469444608,0.8582677165354331,5.984410238943553,0.0071424484844560005,1.0000768880220405,1905,1905,30,1905
Crossformer,distractors_shift_plus_delta,0.0,0.035421354376424956,0.035421354376424956,0.04197350900214211,nan,nan,nan,0.0,0.04197350900214211,1.0000768880220405,1905,0,30,1905
Crossformer,noncause_1to7_shift_plus_delta,0.0,0.014912610338741713,0.014912610338741713,0.017413815221161883,nan,nan,nan,0.0,0.017413815221161883,1.0000768880220405,1905,0,30,1905
Crossformer,target_zero,0.0,0.8841603196512057,0.8841603196512057,1.0269447889076397,nan,nan,nan,0.0,1.0269447889076397,1.0000768880220405,1905,0,30,1905
Crossformer,target_shift_plus_delta,0.0,2.392628022441714,2.392628022441714,2.5644046580504183,nan,nan,nan,0.0,2.5644046580504183,1.0000768880220405,1905,0,30,1905
TimeMixer,cause_shift_plus_delta,5.000384329247662,0.0,5.000384329247662,5.0003843112742015,0.0,nan,0.0,5.0003843112742015,0.0,1.0000768880220405,1905,1905,30,1905
TimeMixer,cause_zero,0.8542916966235544,0.0,0.8542916966235544,0.997401709167502,0.0,nan,0.0,0.997401709167502,0.0,1.0000768880220405,1905,1905,30,1905
TimeMixer,cause_flip,1.7085833932471088,0.0,1.7085833932471088,1.994803418335004,0.0,nan,0.0,1.994803418335004,0.0,1.0000768880220405,1905,1905,30,1905
TimeMixer,cause_flip_x5,5.125750091632833,0.0,5.125750091632833,5.984410238943553,0.0,nan,0.0,5.984410238943553,0.0,1.0000768880220405,1905,1905,30,1905
TimeMixer,distractors_shift_plus_delta,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,1.0000768880220405,1905,0,30,1905
TimeMixer,noncause_1to7_shift_plus_delta,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,1.0000768880220405,1905,0,30,1905
TimeMixer,target_zero,0.0,0.8377106974444052,0.8377106974444052,0.9776185066145736,nan,nan,nan,0.0,0.9776185066145736,1.0000768880220405,1905,0,30,1905
TimeMixer,target_shift_plus_delta,0.0,5.0,5.0,5.000000173013039,nan,nan,nan,0.0,5.000000173013039,1.0000768880220405,1905,0,30,1905
