delta,expected_mean,pred_mean,pred_abs_mean,response_ratio,ire_mae,ire_rmse,response_slope,response_corr,num_windows
-5.0,-4.785552483505698,-4.403751850128174,4.403751850128174,0.9202180657941855,0.5234583020210266,0.8216139078140259,0.9202180504798889,nan,2785
-4.0,-3.8284419868045583,-3.5471959114074707,3.5471959114074707,0.9265377204705061,0.4322233200073242,0.6348004341125488,0.9265377521514893,nan,2785
-3.0,-2.871331490103419,-2.6140263080596924,2.6140263080596924,0.9103882004113503,0.38334354758262634,0.5075365900993347,0.910388171672821,nan,2785
-2.0,-1.9142209934022791,-1.6329559087753296,1.6329559087753296,0.8530655104105627,0.33802348375320435,0.4096607565879822,0.8530656099319458,nan,2785
-1.0,-0.9571104967011396,-0.7005165219306946,0.700675368309021,0.7319076787321379,0.26044702529907227,0.28657782077789307,0.7319077253341675,nan,2785
-0.5,-0.4785552483505698,-0.3179503381252289,0.31808897852897644,0.6643963037101864,0.16077522933483124,0.17239929735660553,0.664396345615387,nan,2785
0.5,0.4785552483505698,0.32025688886642456,0.3203587234020233,0.6692161249307157,0.15842372179031372,0.17046649754047394,0.6692160964012146,nan,2785
1.0,0.9571104967011396,0.7078523635864258,0.7082169651985168,0.7395722500444529,0.2538721263408661,0.28518348932266235,0.7395722270011902,nan,2785
2.0,1.9142209934022791,1.6446210145950317,1.645245909690857,0.8591594284377435,0.3308941423892975,0.4166308343410492,0.8591594696044922,nan,2785
3.0,2.871331490103419,2.634951591491699,2.634951591491699,0.9176758589433345,0.35745877027511597,0.49600619077682495,0.9176758527755737,nan,2785
4.0,3.8284419868045583,3.5814807415008545,3.5814807415008545,0.9354930161786695,0.3877995014190674,0.5950050950050354,0.9354930520057678,nan,2785
5.0,4.785552483505698,4.450885772705078,4.450885772705078,0.9300672781347377,0.4647165536880493,0.7639924883842468,0.9300671815872192,nan,2785
