delta,expected_mean,pred_mean,pred_abs_mean,response_ratio,ire_mae,ire_rmse,response_slope,response_corr,num_windows
-5.0,-4.785419155447848,-0.10253769159317017,0.10257354378700256,0.021427107691588218,4.6828813552856445,4.683009624481201,0.021427107974886894,nan,2785
-4.0,-3.828335324358278,-0.0871850848197937,0.08721593767404556,0.022773628074078917,3.741150379180908,3.7412586212158203,0.0227736234664917,nan,2785
-3.0,-2.8712514932687085,-0.06912876665592194,0.0691535696387291,0.024076179609478904,2.8021228313446045,2.80220890045166,0.024076174944639206,nan,2785
-2.0,-1.914167662179139,-0.04827892780303955,0.04829629883170128,0.025221890828558635,1.8658887147903442,1.8659491539001465,0.02522188611328602,nan,2785
-1.0,-0.9570838310895695,-0.024886485189199448,0.02489551343023777,0.026002408964393448,0.9321973919868469,0.9322286248207092,0.02600240707397461,nan,2785
-0.5,-0.47854191554478476,-0.01252538338303566,0.012529865838587284,0.026174057018132742,0.4660165011882782,0.46603214740753174,0.02617405541241169,nan,2785
0.5,0.47854191554478476,0.012430756352841854,0.012435308657586575,0.025976316700889936,0.46611112356185913,0.4661257863044739,0.025976311415433884,nan,2785
1.0,0.9570838310895695,0.024526791647076607,0.02453562244772911,0.02562658656468437,0.9325570464134216,0.932584822177887,0.02562658302485943,nan,2785
2.0,1.914167662179139,0.0470353402197361,0.04705134406685829,0.024572215459010432,1.8671320676803589,1.8671821355819702,0.024572212249040604,nan,2785
3.0,2.8712514932687085,0.06676787883043289,0.06678742915391922,0.023253929161887028,2.8044838905334473,2.8045523166656494,0.023253925144672394,nan,2785
4.0,3.828335324358278,0.0835847407579422,0.08360273391008377,0.02183318170331723,3.744750738143921,3.7448365688323975,0.021833179518580437,nan,2785
5.0,4.785419155447848,0.09763830900192261,0.09765075147151947,0.020403292967716022,4.687780380249023,4.687883377075195,0.020403293892741203,nan,2785
