variant,all_mse,all_mae,raw_ot_mse,raw_ot_mae,semi_target_mse,semi_target_mae,curve_slope,curve_corr,curve_ire,curve_ratio
baseline,0.42823539995847526,0.42502186733544906,0.05585198371193496,0.18233653426099009,0.7166806568577216,0.5693026148295559,0.025117592109935513,0.9977217358796316,2.4087770779927573,0.02702076906442116
rir,0.4239618437508492,0.42141518314608123,0.05520411954890604,0.18107707732313055,0.7020710959682773,0.5588135934175666,0.9381972576434112,0.998991670037659,0.3262249355514844,0.8488065146884459
