delta,expected_mean,pred_mean,pred_abs_mean,response_ratio,ire_mae,ire_rmse,response_slope,response_corr,num_windows
-5.0,-4.7856189052943146,-0.12032315880060196,0.1203397661447525,0.025142653684247368,4.665295600891113,4.665432453155518,0.02514265477657318,nan,2785
-4.0,-3.8284951242354515,-0.10147060453891754,0.10148395597934723,0.026504044342796747,3.7270243167877197,3.727133274078369,0.026504047214984894,nan,2785
-3.0,-2.8713713431765884,-0.07972875982522964,0.07973884791135788,0.02776678816367443,2.791642427444458,2.7917234897613525,0.027766786515712738,nan,2785
-2.0,-1.9142475621177257,-0.0551491305232048,0.05515581741929054,0.028809821474811495,1.8590983152389526,1.8591523170471191,0.028809819370508194,nan,2785
-1.0,-0.9571237810588629,-0.028165647760033607,0.028168965131044388,0.029427382661910296,0.9289581179618835,0.928985059261322,0.029427381232380867,nan,2785
-0.5,-0.47856189052943143,-0.014117412269115448,0.014118995517492294,0.02949965834825962,0.46444448828697205,0.4644578993320465,0.029499659314751625,nan,2785
0.5,0.47856189052943143,0.013910484500229359,0.013911903835833073,0.029067263347777726,0.4646513760089874,0.4646643102169037,0.02906726486980915,nan,2785
1.0,0.9571237810588629,0.02736819162964821,0.02737080678343773,0.02859420293514269,0.9297556281089783,0.9297805428504944,0.028594205155968666,nan,2785
2.0,1.9142475621177257,0.052236489951610565,0.05224037542939186,0.027288262492977403,1.8620110750198364,1.862058401107788,0.02728826180100441,nan,2785
3.0,2.8713713431765884,0.07383161038160324,0.07383418828248978,0.02571301359437668,2.797539710998535,2.7976086139678955,0.025713011622428894,nan,2785
4.0,3.8284951242354515,0.09206017851829529,0.09206162393093109,0.024046048259413588,3.7364351749420166,3.736525058746338,0.024046048521995544,nan,2785
5.0,4.7856189052943146,0.10715043544769287,0.10715043544769287,0.022390089467665863,4.678468704223633,4.6785783767700195,0.02239008992910385,nan,2785
