mechanism,variant,n,target_mse_mean,target_mse_std,target_mae_mean,target_mae_std,expected_h1_mean,expected_h1_std,pred_h1_mean,pred_h1_std,h1_ire_mean,h1_ire_std,h1_slope_mean,h1_slope_std,last_dist_false_mean,last_dist_false_std,target_zero_mean,target_zero_std,curve_slope_mean,curve_slope_std,curve_ire_mean,curve_ire_std,curve_ratio_mean,curve_ratio_std
linear_multi_lag,baseline,3,0.3155406316121419,0.002914459737792045,0.44743157426516217,0.005361623448581392,3.2981061935424805,0.0,0.1468175599972407,0.032317546970594316,3.2274505297342935,0.013639091309853421,0.021423001463214558,0.004135432589294215,0.07621354361375172,0.008610866816181615,0.7583912412325541,0.034323673513167105,0.029678442928400578,0.004282891981971777,1.6484521925449371,0.0074034128345612975,0.03786160026715208,0.004399570229610883
linear_multi_lag,rir,3,0.3255695700645447,0.006867633234049366,0.45166127880414325,0.003938218430057609,3.2981061935424805,0.0,2.772226333618164,0.0954104771543004,0.5335001051425934,0.09095222259730554,0.8397353490193685,0.028832748839525194,0.06023018807172775,0.03158903019918374,0.31149884064992267,0.01971042399731813,0.9118051667181217,0.01923813502341321,0.17026848749568066,0.005916910257870685,0.9052223640076811,0.0075226240163552205
nonlinear_sin,baseline,3,0.3083850045998891,0.03499143996113344,0.44315669933954877,0.01872148808845242,1.7431809902191162,0.0,0.08850348740816116,0.012718225101332704,1.7210752566655476,0.017296817165517148,0.012300125866507491,0.008984623513228826,0.06403932596246402,0.03437668328366675,0.7770601908365885,0.019422379234809477,0.03691831837292558,0.008948271008710724,1.299263246357441,0.008158091954530947,-0.03725841518706931,0.006183169361866063
nonlinear_sin,rir,3,0.3370934824148814,0.059129811413132664,0.4625512460867564,0.03926020730068307,1.7431809902191162,0.0,1.611831784248352,0.08444184320826154,0.6093861063321432,0.04610105253971847,0.8615961074829102,0.03456644434475464,0.1641798069079717,0.01973616513117683,0.5106894175211588,0.06323160758886391,0.9088079536987003,0.02643177529932341,0.31385840920524466,0.01275442032858663,0.4827572798875417,0.06657739014659497
